id	hotel	review_type	review	tokens
n1361	boutique	negatif	Voir ce que j’ai aimé	aime
p1362	boutique	positif	Accueil du personnel Emplacement	accueil emplacement personnel
n1362	boutique	negatif	Ventilation bruyante.  Chauffage par air chaud difficile a régler et bruyant Le petit déjeuner	chauffage bruyant chaud difficile regler ventilation air petit-dejeuner
p1363	boutique	positif	Je trouve que le prix était très élevé car pour 120 euros la nuit , il devait avoir un frigo dans la chambre. De plus il y avait 1lit double et 1 lit simple alors que j'avais demandé une grande chambre pour 2 personnes.	euro lit prix trouver simple demande NUMlit double NUM grand nuit chambre frigo eleve
n1363	boutique	negatif	Le comportement de la réceptionniste laisse à désiré, mon mari et moi avons été très déçu de l'boutique.	saint receptionniste hotel laisse mari comportement nicolas desirer decu
p1364	boutique	positif	Le fait d'être proche du centre ville	centre-ville
n1364	boutique	negatif	Une douche casi bouché avec le bac a douche qui déborde !! Le personnel nous dis qu'il va regarder et au final rien n'a été fait et nous dit que c'est le weekend et qu'il faut être compréhensif... Ben nous avons payé donc non je suis pas compréhensif, c'est pas mon problème !! Un ton désagréable de la personne à l accueil !! Même pas un geste commercial ou un changement de chambre, pour un 3 étoiles c'est limite limite..	casi commercial falloir douche bac regarder geste bouche NUM changement etoiler desagreable final comprehensif probleme limite accueil personnel week-end payer chambre ben deborder
p1365	boutique	positif	L’emplacement	emplacement
n1365	boutique	negatif	Une insonorisation insuffisante, 3h de sommeil seulement… je passe les détails	NUMh insuffisant sommeil detail insonorisation passe
p1366	boutique	positif	Localisation super, personnel très aimable	aimable super localisation personnel
n1366	boutique	negatif	Chambre vraiment petite, pas d'espace pour ouvrir notre valise ou ranger nos affaires, équipements vraiment basiques, l'ascenseur qui n'allait pas jusqu'au 4e étage, et personne pour nous aider avec nos bagages à monter l'escalier minuscule... très décevant de ce point de vue d'où ma note sur les équipements. Prix bien trop élevé pour le niveau de prestation, je ne pense pas y revenir.	espace ascenseur aider escalier bagage vraiment ranger vue prestation revenir prix note NUMe equipement niveau point minuscule petit monter penser affaire basique decevant valise etage chambre eleve
p1367	boutique	positif	La dernière personne que j ai rencontré à l accueil au moment de payer et de partir . Ce monsieur était à notre écoute, professionnel et de bonne humeur après une nuit de travail .	professionnel ecoute humeur travail monsieur nuit rencontrer payer moment accueil
n1367	boutique	negatif	La propreté, la moquette ignoble un peu partout . La salle du petit déjeuner pas super confort . croissants tout dures, fruit pourris L ascenseur et les couloirs dignes d’une prison Le fond des toilettes noires = jamais nettoyées Coffre-fort pas fixer Poussière un peu partout dans la chambre SUV pas compatible avec le parking de l’hôtel	hotel ascenseur couloir coffre digne ignoble poussiere fort fruit prison salle super suv toilette confort compatible dur petit-dejeuner noir fond proprete partout fixer nettoyer jamais pourrir moquetter chambre parking croissant
p1368	boutique	positif	La situation et ke propreté	proprete ke situation
n1368	boutique	negatif	Le bruit . Des 7h30 du matin	NUMhNUM matin bruit
p1369	boutique	positif	Hotel très bien situé. Personnel moyen.  Propreté à revoir. Chambres et décoration vieillotte. Trop cher pour la présentation.	revoir hotel proprete personnel moyen situer decoration vieillot chambre presentation
n1369	boutique	negatif	Décoration de la chambre, pas chaleureux.  Manque d'accessoires...	chaleureux decoration manque chambre accessoire
p1370	boutique	positif	Très bon emplacement, hôtel de charme.Chambre très agréable et petit déjeuner de qualité.	agreable hotel charme qualite chambre emplacement petit-dejeuner
p1371	boutique	positif	La déco L’emplacement  L’ambiance	deco ambiance emplacement
n1371	boutique	negatif	Tout aimé	aime
p1372	boutique	positif	Très bel hôtel, calme et très bien situé	hotel situer bel calme
p1373	boutique	positif	Sa situation centrale , le personnel adorable , la chambre confortable . Nous sommes arrivés plus tôt que 15h , la chambre était déjà prête et nous avons pu nous y installer .	NUMh adorable arriver tot personnel situation confortable installer chambre pret centrale
p1374	boutique	positif	Hôtel moderne, très confortable, et proche de tout. Personnel accueillant et très bon petit déjeuner !	hotel personnel confortable moderne petit-dejeuner accueillant
n1374	boutique	negatif	Rien	
p1375	boutique	positif	L’accueil et l’hygiène est irréprochable ! De plus les produits proposé au petit déjeuner sont des produits frais et de producteurs local	hygiene producteur produit local irreprochable frais accueil proposer petit-dejeuner
n1375	boutique	negatif	Le seul petit bémol pour nous qui avions notre chambre situé côté rue, la chambre était assez bruyante du fait que nous y avons séjourner un samedi soir.	soir rue petit bruyant situer cote chambre bemol samedi sejourner
p1376	boutique	positif	Le raffinement de la chambre et la qualité des produits du petit déjeuner. L’accueil était parfait	parfait qualite produit chambre raffinement accueil petit-dejeuner
n1376	boutique	negatif	L’insonorisation des chambres	chambre insonorisation
p1377	boutique	positif	le confort et les qualités des services proposés son vraiment au top ! et le personnel à l’écoute et très professionnels!	professionnel ecoute personnel top service confort vraiment qualite proposer
n1377	boutique	negatif	nous n’avons rien a reproché	reprocher
p1378	boutique	positif	tout	
n1378	boutique	negatif	rien	
p1379	boutique	positif	sa situation centrale , le parking fermé	centrale ferme parking situation
n1379	boutique	negatif	ras	rien_a_signaler
p1380	boutique	positif	Excellent séjour  Personnels très agréables	agreable personnel sejour excellent
n1380	boutique	negatif	Rien	
p1381	boutique	positif	L’accueil, la propreté et équipements confortable	equipement confortable accueil proprete
n1381	boutique	negatif	Les bruits alentour.	alentour bruit
p1382	boutique	positif	L accueil,les chambres et la propreté, en plus la situation est idéale	situation proprete chambre ideal accueil
p1383	boutique	positif	L'hôtel et le service sont géniaux. L'emplacement est parfait, pas loin des magasins, bars et restaurants.	hotel loin bar restaurant parfait magasin service genial emplacement
p1384	boutique	positif	Rien	
n1384	boutique	negatif	L'emplacement, le rapport qualité prix, le petit déjeuner savoureux et copieux.	rapport_qualite-prix copieux savoureux emplacement petit-dejeuner
n1385	boutique	negatif	L'absence de petit frigo dans la chambre	absence chambre frigo petit
p1386	boutique	positif	Nous avions demandé la possibilité d'avoir une baignoire ce qui a été le cas....merci beaucoup.	demande possibilite baignoire cas
p1387	boutique	positif	Emplacement, super petit déjeuner	super emplacement petit-dejeuner
p1388	boutique	positif	Bien situé, personnel disponible, souriant sans être obséquieux, efficace.	souriant personnel efficace situer disponible obsequieux
n1388	boutique	negatif	En partir.	
p1389	boutique	positif	très agréable la décoration le personnel au top , j’avais oublier mon sac avec tout notre argent et nos cartes au salon du petit déjeuner, une dame membre du personnel est gentiment venue me l’apporter avec une amabilité au top! mon mari mes enfant et moi avons adorés, la chambre remplis de petites attentions que demande le peuple! à refaire avec grand plaisir!	remplir amabilite oublier attention argent peuple agreable venue apporter refaire carte petit-dejeuner petit adorer top dame demande sac grand enfant salon plaisir membre personnel mari decoration gentiment chambre
n1389	boutique	negatif	rien	
p1390	boutique	positif	Le cadre	cadre
p1391	boutique	positif	Le personnel agréable	agreable personnel
p1392	boutique	positif	L'emplacement de l'hôtel, le parking ,le petit-déjeuner et l'amabilité du personnel.	hotel personnel amabilite parking emplacement petit-dejeuner
n1392	boutique	negatif	L' entretien de la chambre et le change du linge de toilette en dessous de nos attentes. Pb consécutif sans doute aux contraintes liées à la pandémie.	contrainte consecutif probleme pandemie linge_de_toilette change attente chambre lier entretien doute
p1393	boutique	positif	Très bon emplacement personnel très agréable et souriant	agreable souriant emplacement personnel
n1393	boutique	negatif	Rien	
p1394	boutique	positif	L’emplacement et la sympathie du personnel!  Mention spéciale aux œufs brouillés.	mention personnel sympathie oeuf brouiller speciale emplacement
n1394	boutique	negatif	Manque de stylo et carnet dans la chambre.  Manque d’insonorisation des chambres.	stylo carnet manque chambre insonorisation
p1395	boutique	positif	Très bien placé confortable  Une boisson offerte très sympathique  Merci	offrir confortable place sympathique boisson
n1395	boutique	negatif	Une suite juste un peu petite mais très confortable	suite confortable petit
p1396	boutique	positif	Le calme	calme
n1396	boutique	negatif	Pas de réfrigérateur ds la chambre.	refrigerateur chambre ds
p1397	boutique	positif	Le personnel et la possibilité de prendre des repas. La localisation et le calme	prendre personnel possibilite repas localisation calme
n1397	boutique	negatif	Au regard du prix, pas de frigo, chambre petite, très peu de place pour ranger ses affaires	petit affaire prix place ranger regard chambre frigo
n1398	boutique	negatif	Les petits déjeuners	petit-dejeuner
p1399	boutique	positif	Calme mais couloir très petit (donc fermeture des portes audible) Propition de dîner (et en ces temps de covid...) Très bien placé	fermeture petit porte temps couloir covid place audible propition diner calme
n1399	boutique	negatif	Chambre un peu petite, petit déjeuner (pas assez copieux) en chambre mais pas de room service...	petit room service copieux chambre petit-dejeuner
p1400	boutique	positif	Proximité de la ville	proximite ville
n1400	boutique	negatif	Problème lors de la douche l eau coule à l extérieur de la douche et mouile le sol en arrivant ce qui peut entraîner une chute	sol probleme arrivant eau chute mouile coule entrainer exterieur douche
p1401	boutique	positif	L’accueil	accueil
